ID,Cutting speed vc [m/min],Spindle speed n [1/min],Feed f [mm/rev],Feed rate vf [mm/min],Power Pc [kW],Cooling [%],Material,Drill Bit Type,Process Time [sec],Main Failure,BEF,CCF,FWF,WDF
16128,16.96,450,0.233,105,67.05,25,K,H,31.52,0,0,0,0,0
16129,17.16,455,0.237,108,69.73,25,K,H,33.71,0,0,0,0,0
16130,22.9,607,0.209,127,109.6,75,P,N,35.27,0,0,0,0,0
16131,22.61,600,0.185,111,94.55,50,P,N,37.28,0,0,0,0,0
16132,22.59,599,0.173,104,88.39,50,P,N,36.12,0,0,0,0,0
16133,29.4,780,0.218,170,188.04,75,N,W,21.47,0,0,0,0,0
16134,29.95,795,0.256,203,229.57,100,N,W,20.67,0,0,0,0,0
16135,30.04,797,0.236,188,213.34,75,N,W,17.69,0,0,0,0,0
16136,21.98,583,0.134,78,64.95,0,P,N,34.82,1,1,0,0,0
16137,30.35,805,0.268,216,247.2,100,N,W,19.55,0,0,0,0,0
16138,22.26,591,0.16,94,79.27,25,P,N,36.38,0,0,0,0,0
16139,17.57,466,0.272,127,84.04,50,K,H,33.7,0,0,0,0,0
16140,30.11,799,0.244,195,221.62,75,N,W,19.73,0,0,0,0,0
16141,29.91,793,0.216,171,193.05,75,N,W,20.26,0,0,0,0,0
16142,17.36,461,0.235,108,70.9,50,K,H,31.68,0,0,0,0,0
16143,22.4,594,0.165,98,82.92,25,P,N,34.27,0,0,0,0,0
16144,30.23,802,0.247,198,225.43,75,N,W,20.14,0,0,0,0,0
16145,22.62,600,0.177,106,90.53,50,P,N,34.93,0,0,0,0,0
16146,22.61,600,0.187,112,95.81,50,P,N,35.48,0,0,0,0,0
16147,22.33,592,0.152,90,75.88,25,P,N,36.23,0,0,0,0,0
16148,17.06,453,0.229,104,66.61,25,K,H,32.76,0,0,0,0,0
16149,23.04,611,0.197,120,104.47,50,P,N,35.47,0,0,0,0,0
16150,29.87,792,0.233,185,207.84,75,N,W,19.44,0,0,0,0,0
16151,22.56,598,0.171,102,87.1,25,P,N,36.02,0,0,0,0,0
16152,29.77,790,0.223,176,197.34,75,N,W,19.53,0,0,0,0,0
16153,22.23,590,0.155,119,76.77,25,P,N,34.16,0,0,0,0,0
16154,23.03,611,0.207,127,109.89,75,P,N,34.4,0,0,0,0,0
16155,22.79,605,0.177,107,92.12,50,P,N,32.93,0,0,0,0,0
16156,29.85,792,0.229,181,203.77,75,N,W,19.25,0,0,0,0,0
16157,30.37,806,0.263,212,243.11,100,N,W,19.45,0,0,0,0,0
16158,29.73,788,0.23,181,203.39,75,N,W,19.36,0,0,0,0,0
16159,30.27,803,0.267,214,244.48,100,N,W,19.79,0,0,0,0,0
16160,30.29,804,0.265,213,243.24,100,N,W,19.44,0,0,0,0,0
16161,29.93,794,0.233,185,208.43,75,N,W,17.88,0,0,0,0,0
16162,30.62,812,0.281,228,263.4,100,N,W,19.71,0,0,0,0,0
16163,22.83,606,0.192,116,100.13,50,P,N,33.82,0,0,0,0,0
16164,22.62,600,0.176,106,90.06,50,P,N,35.63,0,0,0,0,0
16165,30.12,799,0.249,199,226.02,75,N,W,20.54,0,0,0,0,0
16166,17.48,464,0.238,110,72.68,50,K,H,32.41,0,0,0,0,0
16167,17.28,458,0.246,113,73.57,50,K,H,33.73,0,0,0,0,0
16168,29.6,785,0.227,228,198.71,75,N,H,21.29,1,0,1,1,1
16169,22.96,609,0.204,124,107.64,50,P,N,34.02,0,0,0,0,0
16170,17.73,470,0.279,131,87.82,75,K,H,33.94,0,0,0,0,0
16171,22.81,605,0.196,119,102.04,50,P,N,35.22,0,0,0,0,0
16172,22.61,600,0.179,107,91.59,50,P,N,35.55,0,0,0,0,0
16173,30.2,801,0.249,200,227.46,75,N,W,19.93,0,0,0,0,0
16174,29.68,787,0.226,178,199.42,75,N,W,20.65,0,0,0,0,0
16175,16.99,451,0.249,112,71.89,50,K,H,31.66,0,0,0,0,0
16176,22.59,599,0.181,109,92.5,50,P,N,36.43,0,0,0,0,0
16177,29.59,785,0.211,166,184.69,75,N,W,20.55,0,0,0,0,0
16178,29.95,794,0.23,183,206.18,75,N,W,20.64,0,0,0,0,0
16179,29.89,793,0.223,177,199.2,75,N,W,18.6,0,0,0,0,0
16180,29.8,791,0.238,188,211.07,75,N,W,19.22,0,0,0,0,0
16181,30.09,798,0.257,205,232.81,100,N,W,19.83,0,0,0,0,0
16182,29.36,779,0.211,164,181.43,75,N,W,18.13,0,0,0,0,0
16183,17.43,462,0.264,122,80.29,50,K,H,33.57,0,0,0,0,0
16184,17.53,465,0.272,127,83.65,50,K,H,33.28,0,0,0,0,0
16185,29.61,786,0.236,185,206.7,75,N,W,19.25,0,0,0,0,0
16186,16.8,446,0.213,124,60.25,25,K,H,31.71,0,0,0,0,0
16187,29.51,783,0.206,161,179.64,75,N,W,17.83,0,0,0,0,0
16188,17.08,453,0.231,105,67.54,25,K,H,31.94,0,0,0,0,0
16189,17.43,462,0.245,113,74.51,50,K,H,32.67,0,0,0,0,0
16190,29.43,781,0.203,158,175.55,75,N,W,20.33,0,0,0,0,0
16191,22.81,605,0.199,121,103.74,50,P,N,34.29,0,0,0,0,0
16192,29.96,795,0.253,201,226.85,75,N,W,17.79,0,0,0,0,0
16193,29.75,789,0.242,191,214.38,75,N,W,20.18,0,0,0,0,0
16194,17.08,453,0.226,133,65.84,25,K,H,30.81,1,0,1,0,0
16195,30.09,798,0.258,206,233.85,100,N,W,20.26,0,0,0,0,0
16196,22.79,605,0.2,121,103.77,50,P,N,34.81,0,0,0,0,0
16197,22.62,600,0.168,131,86.05,25,P,N,35.91,1,0,1,0,0
16198,17.8,472,0.283,134,89.66,75,K,N,35.25,1,0,1,0,1
16199,30.21,801,0.264,212,240.9,100,N,W,19.82,0,0,0,0,0
16200,30.28,803,0.237,191,217.75,75,N,W,18.96,0,0,0,0,0
16201,17.55,466,0.249,116,76.68,50,K,H,34.59,0,0,0,0,0
16202,23.05,612,0.2,122,106.33,50,P,N,34.63,0,0,0,0,0
16203,30.32,804,0.242,195,222.56,75,N,W,21.65,0,0,0,0,0
16204,29.59,785,0.215,169,188.52,75,N,W,20.79,0,0,0,0,0
16205,29.97,795,0.224,178,201.66,75,N,W,18.94,0,0,0,0,0
16206,29.78,790,0.237,187,209.96,75,N,W,18.44,0,0,0,0,0
16207,22.44,595,0.167,100,84.19,25,P,N,34.62,0,0,0,0,0
16208,29.67,787,0.232,183,204.69,75,N,W,20.72,0,0,0,0,0
16209,17.47,464,0.276,128,84.3,50,K,H,31.42,0,0,0,0,0
16210,22.72,603,0.204,123,105.51,50,P,N,35.11,0,0,0,0,0
16211,23.08,612,0.202,124,107.46,50,P,N,32.86,0,0,0,0,0
16212,17.79,472,0.267,126,84.56,50,K,H,32.93,0,0,0,0,0
16213,22.31,592,0.156,93,77.9,25,P,N,34.05,0,0,0,0,0
16214,17.72,470,0.27,127,84.85,50,K,H,31.74,0,0,0,0,0
16215,22.46,596,0.169,101,85.14,25,P,N,34.85,0,0,0,0,0
16216,17.58,466,0.27,126,83.38,50,K,H,34.82,0,0,0,0,0
16217,30.07,798,0.244,195,220.98,75,N,W,21.4,0,0,0,0,0
16218,22.32,592,0.144,85,71.73,0,P,N,34.35,0,0,0,0,0
16219,22.27,591,0.168,99,83.51,25,P,W,35.25,1,0,1,0,1
16220,29.77,790,0.252,199,223.63,75,N,W,18.61,0,0,0,0,0
16221,29.8,790,0.228,180,202.39,75,N,W,21.6,0,0,0,0,0
16222,21.86,580,0.157,91,74.84,25,P,N,34.13,1,1,0,0,0
16223,29.44,781,0.222,173,192.47,75,N,W,21.88,0,0,0,0,0
16224,22.25,590,0.141,83,69.81,0,P,N,34.77,0,0,0,0,0
16225,17.29,459,0.252,116,75.4,50,K,H,34.65,0,0,0,0,0
16226,22.17,588,0.138,81,67.83,0,P,N,33.37,0,0,0,0,0
16227,22.1,586,0.155,91,75.74,25,P,N,34.38,0,0,0,0,0
16228,30.22,802,0.25,200,228.31,75,N,W,19.71,0,0,0,0,0
16229,22.69,602,0.179,108,91.99,50,P,N,36.69,0,0,0,0,0
16230,17.18,456,0.214,98,63.29,25,K,H,33.05,0,0,0,0,0
16231,17.63,468,0.264,123,81.93,50,K,H,33.36,0,0,0,0,0
16232,22.9,607,0.193,117,101.38,50,P,N,35.59,0,0,0,0,0
16233,29.79,790,0.221,175,196.31,75,N,H,19.73,1,0,0,0,1
16234,17.89,475,0.298,141,95.25,75,K,H,31.89,0,0,0,0,0
16235,17.46,463,0.237,110,72.35,50,K,H,32.52,0,0,0,0,0
16236,22.61,600,0.191,114,97.52,50,P,W,35.84,1,0,0,0,1
16237,17.5,464,0.278,129,85.13,50,K,H,33.23,0,0,0,0,0
16238,29.83,791,0.231,183,205.39,75,N,W,19.96,0,0,0,0,0
16239,21.73,576,0.149,110,70.35,0,P,N,35.68,1,1,0,0,0
16240,18.1,480,0.306,147,100.43,75,K,H,32.92,0,0,0,0,0
16241,22.67,601,0.196,118,100.9,50,P,N,34.58,0,0,0,0,0
16242,17.44,463,0.245,113,74.37,50,K,H,32.11,0,0,0,0,0
16243,29.82,791,0.221,175,196.53,75,N,W,20.72,0,0,0,0,0
16244,30.05,797,0.235,187,212.03,75,N,W,19.96,0,0,0,0,0
16245,22.36,593,0.166,98,82.9,25,P,N,34.59,0,0,0,0,0
16246,30.18,801,0.238,191,217.02,75,N,W,20.12,0,0,0,0,0
16247,22.81,605,0.177,107,92.23,50,P,N,35.32,0,0,0,0,0
16248,17.68,469,0.285,134,89.17,75,K,H,34.57,0,0,0,0,0
16249,30.97,822,0.29,238,277.75,100,N,W,20.23,0,0,0,0,0
16250,23.09,613,0.22,135,117.41,75,P,N,34.85,0,0,0,0,0
16251,30.24,802,0.26,209,237.73,100,N,W,18.99,0,0,0,0,0
16252,30.16,800,0.254,203,231.34,100,N,W,19.77,0,0,0,0,0
16253,23.14,614,0.19,117,101.8,50,P,N,34.86,0,0,0,0,0
16254,29.28,777,0.22,171,188.3,75,N,W,20.51,0,0,0,0,0
16255,29.62,786,0.234,235,205.44,75,N,W,18.78,1,0,0,1,0
16256,30.53,810,0.266,216,248.21,100,N,W,21.01,0,0,0,0,0
16257,29.93,794,0.232,185,208.24,75,N,W,18.46,0,0,0,0,0
16258,17.19,456,0.239,109,70.65,50,K,H,34.21,0,0,0,0,0
16259,30.65,813,0.271,221,255.04,100,N,W,19.63,0,0,0,0,0
16260,22.73,603,0.189,114,97.75,50,P,N,35.68,0,0,0,0,0
16261,22.67,601,0.173,104,89.01,50,P,N,34.28,0,0,0,0,0
16262,17.58,466,0.284,133,87.87,75,K,H,33.42,0,0,0,0,0
16263,17.92,475,0.275,131,88.17,75,K,H,32.98,0,0,0,0,0
16264,22.44,595,0.156,120,78.35,25,P,N,35.29,0,0,0,0,0
16265,17.15,455,0.224,102,65.97,25,K,H,34.45,0,0,0,0,0
16266,30.44,807,0.274,221,253.53,100,N,W,21.12,0,0,0,0,0
16267,30.36,805,0.267,215,246.08,100,N,W,19.8,0,0,0,0,0
16268,29.96,795,0.227,181,204.02,75,N,W,18.18,0,0,0,0,0
16269,17.13,454,0.233,106,68.41,25,K,H,32.67,0,0,0,0,0
16270,17.09,453,0.224,102,65.49,25,K,H,31.92,0,0,0,0,0
16271,17.34,460,0.254,117,76.39,50,K,H,34.18,0,0,0,0,0
16272,22.55,598,0.168,100,85.19,25,P,N,36.42,0,0,0,0,0
16273,17.53,465,0.276,128,84.69,50,K,H,33.42,0,0,0,0,0
16274,30.63,812,0.29,235,271.74,100,N,W,19.56,0,0,0,0,0
16275,17.43,462,0.23,106,69.95,25,K,H,33.8,0,0,0,0,0
16276,16.99,451,0.196,88,56.65,0,K,H,33.01,0,0,0,0,0
16277,22.22,589,0.143,110,70.64,0,P,N,35.48,0,0,0,0,0
16278,22.67,601,0.195,118,100.48,50,P,N,33.5,0,0,0,0,0
16279,30.17,800,0.256,205,232.72,100,N,W,19.31,0,0,0,0,0
16280,17.63,468,0.278,130,86.54,50,K,H,33.07,0,0,0,0,0
16281,22.35,593,0.166,128,83.04,25,P,N,34.57,1,0,1,0,0
16282,17.26,458,0.216,99,64.45,25,K,H,32.66,0,0,0,0,0
16283,22.85,606,0.206,125,107.58,50,P,N,34.95,0,0,0,0,0
16284,22.21,589,0.157,93,77.51,25,P,N,33.5,0,0,0,0,0
16285,17.7,469,0.277,130,86.84,50,K,H,33.47,0,0,0,0,0
16286,30.52,809,0.256,207,238.44,100,N,W,20.39,0,0,0,0,0
16287,30.22,802,0.239,192,218.55,75,N,W,17.54,0,0,0,0,0
16288,23.18,615,0.235,145,126.32,75,P,N,35.08,0,0,0,0,0
16289,29.64,786,0.245,247,215.26,75,N,W,20.43,1,0,0,1,0
16290,22.72,603,0.19,114,98.04,50,P,N,34.72,0,0,0,0,0
16291,30.19,801,0.256,205,233.1,100,N,W,18.01,0,0,0,0,0
16292,22.83,606,0.215,130,112.06,75,P,N,36.09,0,0,0,0,0
16293,22.7,602,0.178,107,91.68,50,P,N,35.22,0,0,0,0,0
16294,29.85,792,0.229,181,203.91,75,N,W,21.09,0,0,0,0,0
16295,30.06,797,0.251,200,226.97,75,N,W,20.43,0,0,0,0,0
16296,30.16,800,0.249,199,226.39,75,N,W,20.62,0,0,0,0,0
16297,29.91,793,0.252,200,225.46,75,N,W,18.64,0,0,0,0,0
16298,29.74,789,0.224,176,197.78,75,N,W,20.73,0,0,0,0,0
16299,29.85,792,0.25,198,223.19,75,N,W,19.78,0,0,0,0,0
16300,17.35,460,0.264,122,79.62,50,K,W,33.28,1,0,0,0,1
16301,22.2,589,0.139,82,68.74,0,P,N,34.41,0,0,0,0,0
16302,30.25,802,0.247,198,225.62,75,N,W,19.44,0,0,0,0,0
16303,29.96,795,0.238,189,213.37,75,N,W,17.54,0,0,0,0,0
16304,17.44,463,0.253,117,76.84,50,K,H,35.54,0,0,0,0,0
16305,30.08,798,0.239,190,216.01,75,N,W,17.83,0,0,0,0,0
16306,30.15,800,0.255,204,232.2,100,N,W,18.79,0,0,0,0,0
16307,22.03,584,0.152,89,73.98,25,P,N,33.64,0,0,0,0,0
16308,23,610,0.203,124,107.21,50,P,N,35,0,0,0,0,0
16309,22.57,599,0.159,124,81.01,25,P,N,34.31,0,0,0,0,0
16310,30.1,798,0.245,196,221.97,75,N,W,20.3,0,0,0,0,0
16311,17.48,464,0.238,110,72.8,50,K,H,32.16,0,0,0,0,0
16312,17.44,463,0.239,111,72.68,50,K,H,31.89,0,0,0,0,0
16313,17.34,460,0.26,119,78.11,50,K,H,32.76,0,0,0,0,0
16314,29.92,794,0.244,194,218.39,75,N,W,18.72,0,0,0,0,0
16315,17.01,451,0.23,104,66.68,25,K,H,32.52,0,0,0,0,0
16316,30.17,800,0.24,192,218.05,75,N,W,19.95,0,0,0,0,0
16317,29.64,786,0.234,235,205.43,75,N,W,19.83,1,0,0,1,0
16318,17.64,468,0.259,121,80.55,50,K,H,34.33,0,0,0,0,0
16319,22.82,605,0.198,120,103.1,50,P,N,35.41,0,0,0,0,0
16320,29.67,787,0.217,170,190.59,75,N,W,21.03,0,0,0,0,0
16321,29.84,792,0.236,186,209.74,75,N,W,18.79,0,0,0,0,0
16322,30.32,804,0.254,204,233.5,100,N,W,19.93,0,0,0,0,0
16323,30.15,800,0.262,210,238.46,100,N,W,18.79,0,0,0,0,0
16324,29.61,786,0.227,178,198.83,75,N,W,19.92,0,0,0,0,0
16325,29.99,796,0.259,206,232.62,100,N,W,20.51,0,0,0,0,0
16326,17.71,470,0.257,121,80.72,50,K,H,33.56,0,0,0,0,0
16327,22.44,595,0.164,98,82.72,25,P,N,34.57,0,0,0,0,0
16328,30.14,800,0.258,206,234.54,100,N,W,18.2,0,0,0,0,0
16329,22.55,598,0.179,107,91.2,50,P,N,35.1,0,0,0,0,0
16330,22.55,598,0.174,104,88.69,50,P,N,35.34,0,0,0,0,0
16331,30.41,807,0.271,219,251.03,100,N,W,19.79,0,0,0,0,0
16332,30.24,802,0.259,208,237.24,100,N,W,20.11,0,0,0,0,0
16333,22.43,595,0.175,104,88.23,50,P,N,33.87,0,0,0,0,0
16334,29.61,785,0.233,234,204.31,75,N,W,19.81,1,0,0,1,0
16335,17.2,456,0.26,118,76.81,50,K,H,33.57,0,0,0,0,0
16336,30.05,797,0.237,189,214.22,75,N,W,19.19,0,0,0,0,0
16337,17.43,462,0.258,119,78.26,50,K,H,33.07,0,0,0,0,0
16338,17.58,466,0.277,129,85.47,50,K,H,32.05,0,0,0,0,0
16339,16.78,445,0.201,90,56.7,0,K,H,35.18,0,0,0,0,0
16340,29.28,777,0.186,185,159.31,75,N,W,19.34,0,0,0,0,0
16341,17.34,460,0.233,107,69.96,25,K,H,31.98,0,0,0,0,0
16342,22.36,593,0.187,111,93.55,50,P,N,35.71,0,0,0,0,0
16343,17.46,463,0.241,111,73.36,50,K,H,31.21,0,0,0,0,0
16344,30.12,799,0.252,201,228.58,75,N,W,21.01,0,0,0,0,0
16345,23,610,0.203,124,107.64,50,P,N,36.6,0,0,0,0,0
16346,17.7,469,0.291,137,91.14,75,K,H,33.39,0,0,0,0,0
16347,23.01,610,0.199,121,105.3,50,P,N,35.07,0,0,0,0,0
16348,22.47,596,0.166,99,83.67,25,P,N,34.41,0,0,0,0,0
16349,17.29,459,0.256,118,76.58,50,K,H,32.79,0,0,0,0,0
16350,23.15,614,0.207,127,111.11,75,P,N,34.94,0,0,0,0,0
16351,22.96,609,0.184,112,96.99,50,P,N,34.43,0,0,0,0,0
16352,17.53,465,0.253,117,77.6,50,K,H,32.71,0,0,0,0,0
16353,22.55,598,0.188,112,95.47,50,P,N,34.2,0,0,0,0,0
16354,22.89,607,0.205,125,107.54,50,P,N,35.02,0,0,0,0,0
16355,17.43,462,0.251,116,76.31,50,K,H,32.48,0,0,0,0,0
16356,22.43,595,0.165,98,83.02,25,P,N,34.53,0,0,0,0,0
16357,29.28,777,0.195,194,167.56,75,N,W,19.67,0,0,0,0,0
16358,22.96,609,0.199,121,104.92,50,P,N,35.16,0,0,0,0,0
16359,17.37,461,0.241,111,72.75,50,K,H,33.1,0,0,0,0,0
16360,29.9,793,0.247,196,220.57,75,N,W,19.26,0,0,0,0,0
16361,17.83,473,0.281,133,89.31,75,K,H,32.32,0,0,0,0,0
16362,23.18,615,0.211,130,113.19,75,P,N,35.02,0,0,0,0,0
16363,29.97,795,0.255,202,228.67,75,N,N,21.28,1,0,0,0,1
16364,30.11,799,0.263,210,238.17,100,N,W,19.89,0,0,0,0,0
16365,22.75,604,0.191,115,98.84,50,P,N,35.68,0,0,0,0,0
16366,22.82,605,0.194,117,101.05,50,P,N,34.18,0,0,0,0,0
16367,17.26,458,0.259,119,77.21,50,K,H,33,0,0,0,0,0
16368,22.23,590,0.162,95,80.01,25,P,N,34.96,0,0,0,0,0
16369,22.65,601,0.186,112,95.41,50,P,N,36.27,0,0,0,0,0
16370,22.8,605,0.186,112,96.48,50,P,N,35.62,0,0,0,0,0
16371,22.56,599,0.186,111,94.67,50,P,N,35.59,0,0,0,0,0
16372,22.54,598,0.191,114,97.08,50,P,N,35.3,0,0,0,0,0
16373,17.15,455,0.226,103,66.4,25,K,H,32.84,0,0,0,0,0
16374,16.66,442,0.219,97,60.68,25,K,H,32.85,1,1,0,0,0
16375,30.13,799,0.259,207,235.06,100,N,W,19.57,0,0,0,0,0
16376,29.98,795,0.254,202,228.64,75,N,W,20.36,0,0,0,0,0
16377,29.77,790,0.23,182,204.12,75,N,W,18.94,0,0,0,0,0
16378,22.45,595,0.168,100,84.48,25,P,N,35.74,0,0,0,0,0
16379,29.93,794,0.24,191,215.06,75,N,W,20.75,0,0,0,0,0
16380,17.61,467,0.25,117,77.67,50,K,H,33.12,0,0,0,0,0
16381,29.51,783,0.217,170,189.03,75,N,W,19.59,0,0,0,0,0
16382,30.31,804,0.256,206,235.63,100,N,W,19.1,0,0,0,0,0
16383,22.86,606,0.192,116,100.22,50,P,N,36.24,0,0,0,0,0
16384,30.2,801,0.255,204,232.54,100,N,W,20.41,0,0,0,0,0
16385,30.06,797,0.256,204,231.26,100,N,W,19.38,0,0,0,0,0
16386,17.36,461,0.258,119,77.7,50,K,H,32.87,0,0,0,0,0
16387,22.38,594,0.158,94,79.35,25,P,N,35.91,0,0,0,0,0
16388,17.18,456,0.24,109,70.73,50,K,H,33.74,0,0,0,0,0
16389,30.22,802,0.245,196,223.43,75,N,W,19.75,0,0,0,0,0
16390,17.25,457,0.242,111,71.93,50,K,H,33.14,0,0,0,0,0
16391,22.83,606,0.196,119,102.03,50,P,N,34.63,0,0,0,0,0
16392,22.52,597,0.169,101,85.91,25,P,N,34.4,0,0,0,0,0
16393,30.48,808,0.26,211,241.93,100,N,W,20.83,0,0,0,0,0
16394,17.69,469,0.246,115,76.94,50,K,H,32.7,0,0,0,0,0
16395,29.83,791,0.243,192,216.22,75,N,W,20.99,0,0,0,0,0
16396,30.27,803,0.262,210,239.62,100,N,W,19.34,0,0,0,0,0
16397,17.66,468,0.269,126,83.88,50,K,H,33.63,0,0,0,0,0
16398,22.34,592,0.163,97,81.34,25,P,N,34.1,0,0,0,0,0
16399,29.41,780,0.213,166,183.86,75,N,W,19.58,0,0,0,0,0
16400,29.77,790,0.231,182,204.47,75,N,W,18.14,0,0,0,0,0
16401,17.95,476,0.282,134,90.78,75,K,H,33.78,0,0,0,0,0
16402,17.21,456,0.213,97,63.14,25,K,H,33.28,0,0,0,0,0
16403,29.97,795,0.225,179,202.2,75,N,W,20.69,0,0,0,0,0
16404,30.3,804,0.249,200,228.55,75,N,W,20.39,0,0,0,0,0
16405,29.99,796,0.254,202,228.83,75,N,W,17.76,0,0,0,0,0
16406,17.19,456,0.243,111,71.69,50,K,H,33.44,0,0,0,0,0
16407,29.77,790,0.222,175,196.37,75,N,W,19.93,0,0,0,0,0
16408,16.85,447,0.217,97,61.51,25,K,H,31.29,0,0,0,0,0
16409,17.75,471,0.264,125,83.32,50,K,H,33.51,0,0,0,0,0
16410,22.7,602,0.185,111,95.19,50,P,N,34.97,0,0,0,0,0
16411,22.64,601,0.187,112,95.67,50,P,N,34.82,0,0,0,0,0
16412,22.41,595,0.159,123,79.84,25,P,N,34.73,0,0,0,0,0
16413,29.88,793,0.234,185,208.99,75,N,W,18.39,0,0,0,0,0
16414,30.36,805,0.264,213,243.46,100,N,W,18.25,0,0,0,0,0
16415,29.53,783,0.216,169,188.57,75,N,W,19.71,0,0,0,0,0
16416,29.83,791,0.26,206,231.41,100,N,W,21.05,0,0,0,0,0
16417,30.36,805,0.271,218,250.05,100,N,W,19.22,0,0,0,0,0
16418,22.89,607,0.192,116,100.39,50,P,N,35.3,0,0,0,0,0
16419,22.7,602,0.186,112,95.95,50,P,N,33.11,0,0,0,0,0
16420,17.54,465,0.269,125,82.81,50,K,H,33.08,0,0,0,0,0
16421,30.05,797,0.246,196,222.28,75,N,W,20.81,0,0,0,0,0
16422,22.42,595,0.182,108,91.36,50,P,N,34.79,0,0,0,0,0
16423,22.27,591,0.161,95,79.77,25,P,N,34.32,0,0,0,0,0
16424,22.57,599,0.188,112,95.61,50,P,N,36.76,0,0,0,0,0
16425,22.67,601,0.179,108,92.16,50,P,N,34.82,0,0,0,0,0
16426,22.5,597,0.168,100,85.08,25,P,N,33.62,0,0,0,0,0
16427,29.97,795,0.246,195,220.7,75,N,W,19.85,0,0,0,0,0
16428,17.45,463,0.268,124,81.44,50,K,H,33.11,0,0,0,0,0
16429,22.78,604,0.178,107,92.32,50,P,N,34.29,0,0,0,0,0
16430,17.66,468,0.271,127,84.55,50,K,H,33.43,0,0,0,0,0
16431,30.41,807,0.257,207,237.49,100,N,W,19.56,0,0,0,0,0
16432,22.54,598,0.195,117,99.05,50,P,N,35.11,0,0,0,0,0
16433,22.76,604,0.192,116,99.59,50,P,N,35.15,0,0,0,0,0
16434,17.2,456,0.244,111,72.06,50,K,H,32.92,0,0,0,0,0
16435,17.48,464,0.265,123,81.06,50,K,H,33.25,0,0,0,0,0
16436,17.5,464,0.258,120,78.99,50,K,H,31.53,0,0,0,0,0
16437,16.48,437,0.201,88,54.67,0,K,H,32.85,1,1,0,0,0
16438,17.49,464,0.27,125,82.55,50,K,H,32.45,0,0,0,0,0
16439,16.85,447,0.228,102,64.78,25,K,H,32.49,0,0,0,0,0
16440,17.55,466,0.271,126,83.46,50,K,H,32.85,0,0,0,0,0
16441,17.28,458,0.243,111,72.58,50,K,H,32.48,0,0,0,0,0
16442,30.35,805,0.26,209,239.41,100,N,W,20.05,0,0,0,0,0
16443,22,583,0.154,90,74.54,25,P,N,34.41,1,1,0,0,0
16444,18.03,478,0.268,128,87.21,50,K,H,33.12,0,0,0,0,0
16445,17.03,452,0.215,126,62.27,25,K,H,31.83,0,0,0,0,0
16446,22.53,598,0.175,104,88.74,50,P,N,33.33,0,0,0,0,0
16447,17.14,455,0.24,109,70.55,50,K,H,33.18,0,0,0,0,0
16448,23.06,612,0.203,124,107.87,50,P,N,35.75,0,0,0,0,0
16449,17.4,461,0.256,118,77.61,50,K,H,31.97,0,0,0,0,0
16450,23.27,617,0.21,130,113.8,75,P,N,35.9,0,0,0,0,0
16451,30.23,802,0.249,199,227.26,75,N,W,20.44,0,0,0,0,0
16452,22.59,599,0.204,122,104.08,50,P,N,34.93,0,0,0,0,0
16453,23.27,617,0.226,139,122.1,75,P,N,35.33,0,0,0,0,0
16454,17.59,467,0.267,125,82.74,50,K,H,33.26,0,0,0,0,0
16455,22.37,593,0.18,107,90.15,50,P,N,35.61,0,0,0,0,0
16456,29.63,786,0.203,159,178.07,75,N,W,19.75,0,0,0,0,0
16457,22.48,596,0.167,100,84.49,25,P,N,36.14,0,0,0,0,0
16458,22.48,596,0.163,97,82.33,25,P,N,34.28,0,0,0,0,0
16459,29.32,778,0.18,140,154.37,75,N,W,22.44,0,0,0,0,0
16460,22.52,597,0.182,109,92.56,50,P,N,35.02,0,0,0,0,0
16461,17.62,467,0.283,132,87.77,75,K,H,32.06,0,0,0,0,0
16462,22.79,604,0.208,126,108.04,75,P,N,34.53,0,0,0,0,0
16463,17.51,464,0.269,125,82.63,50,K,H,34.29,0,0,0,0,0
16464,17.81,472,0.283,134,89.75,75,K,H,33.83,0,0,0,0,0
16465,22.49,596,0.179,107,90.62,50,P,N,35.31,0,0,0,0,0
16466,22.38,594,0.177,105,88.51,50,P,N,34.83,0,0,0,0,0
16467,29.64,786,0.213,168,187.37,75,N,W,18.4,0,0,0,0,0
16468,17.11,454,0.233,106,68.3,25,K,H,34.1,0,0,0,0,0
16469,22.71,602,0.198,119,102.05,50,P,N,34.73,0,0,0,0,0
16470,29.65,786,0.235,185,206.53,75,N,W,18.33,0,0,0,0,0
16471,17.44,463,0.253,117,77.06,50,K,H,33.73,0,0,0,0,0
16472,22.58,599,0.165,99,84.35,25,P,N,34.61,0,0,0,0,0
16473,17.5,464,0.259,120,79.35,50,K,H,33.87,0,0,0,0,0
16474,17.96,476,0.274,131,88.39,75,K,H,33.93,0,0,0,0,0
16475,17.54,465,0.268,125,82.49,50,K,H,33.36,0,0,0,0,0
16476,17.19,456,0.233,106,68.78,25,K,H,34.21,0,0,0,0,0
16477,16.81,446,0.212,95,59.94,25,K,H,33.96,0,0,0,0,0
16478,23.07,612,0.215,131,114.25,75,P,N,35.02,0,0,0,0,0
16479,29.6,785,0.215,169,188.64,75,N,W,22.05,0,0,0,0,0
16480,29.69,788,0.245,247,215.89,75,N,W,19.97,1,0,0,1,0
16481,17.21,456,0.242,111,71.76,50,K,H,32.45,0,0,0,0,0
16482,22.8,605,0.195,118,101.21,50,P,N,35.78,0,0,0,0,0
16483,29.6,785,0.226,177,197.59,75,N,W,20.29,0,0,0,0,0
